text,y_true,y_pred,conf,correct
ঢাকা শহরে ফুটপাতে চিকেন ফ্রাই খেতে গেলেও ৫০ টাকা নিম্নে লাগে । আর সেখানে ৩০ টাকার এই খাবার আলহামদুলিল্লাহ,1,0,0.40471968,False
"শুধু এই খাবার না , অন্যান্য খাবারের ক্ষেত্রে ও খাবার সামনে নিয়ে হাত দিয়ে তুলে নেয়ার সময় , আপনি যেই হাসিটা দেন না , সেইটা আমার কাছে খুবই জোশ লাগে , একেবারে শিশুসুলভ ",1,0,0.3596849,False
"হিল্লোল ভাই , পুরান ঢাকার নান্না বিরিয়ানি ট্রাই করার জন্য অনুরোধ রইল ",1,0,0.39544007,False
নাইফ তো কাচা বিফের ভিতর ও ইজিলি ঢুকে যাবে,1,0,0.41179046,False
সবাইতো এখন আপনার তারিফ করছে,1,0,0.4778121,False
পাপন তো দেখছি দোগলা ব্যক্তি । যেন দোমুখো সাপ । একমুখে রাম নাম আরেক মুখে রাজ্যের গালি । লোকটার প্রতি শ্রদ্ধা হারিয়ে ফেললাম ,0,1,0.35503554,False
1ম প্রশ্ন - ইন্ডিয়ান 2টা বর্ডারে কি আপনাদের বলতে হয়েছে যে আপনারা ভুটান যাবেন ও অন্যান্য কাগজ পএ ও কি দেখাতে হয়েছে ভুটান যাবার,1,0,0.441422,False
"না , এখন যেই রোডে দোকান , ওই রোডের মোড়ে বসতো ভাই , ওনার চেয়ে ওনার বড় ভাই জুম্মানচাচার চটপটি বেশী মজা ",1,0,0.36549962,False
চিত্ত বাবুর দোকান খুবই পরিচিত । প্রথম প্লেটে যেগুলো খেলেন সেগুলোই সব চেয়ে বেশি জনপ্রিয়,1,0,0.40142113,False
"একটা পরামর্শ , যদি খাবারের সাথে দামটা রিজনেবল হচ্ছে কি না সেটাও একটু ফিডব্যাক দিলে আরও দারুণ হতো ",1,0,0.41066465,False
নতুনকে জায়গা দিতে পুরনোকে জায়গা ছেড়ে দিতে হবে,1,0,0.41803792,False
টাকা দিয়ে এভাবে ঝাল খেয়ে নিজেকে অত্যাচার করার মানে নাই । টাকা দিয়া খাব যখন আরাম আয়েশ করে তৃপ্তি নিয়ে ধীরে সুস্থে খাব,1,0,0.42146325,False
"এখানে খেয়েছি , আমার নিজেরও বাড়ি রাঙামাটি । তবে এদের খাবার আরো মজা হওয়া উচিত ছিল ",1,0,0.3675649,False
শক্তিগড়ের লেংচা মিষ্টি ভায়া,1,0,0.37101603,False
* ৩০ টাকার চাইনিজ খেতে ঢাকা থেকে দিনাজপুর যাবো ? ভাড়াই তো যাবে ৪০০ অথবা ৫০০ টাকা *,1,0,0.5657624,False
কোন দিকে চাইয়া কথা কন ভাই বুঝি না ত,1,0,0.412175,False
অনেকবারই খাওয়া হয়েছে এখানে,1,0,0.60193694,False
১ টাকার শিঙ্গারা,1,0,0.46369794,False
এটাই ত চাই । সবাই মিলেমিশে থাকা । কিছু কিছু ইউটিউবাররা ত একজন আরেকজনের পিছনে সারাদিন গুতোগুতি করে,1,0,0.41286647,False
"কতোদিন মিস করেছি । "" আরেকটু খাই , আরেকটু মুখে দেই "" ",1,0,0.39541152,False
হিল্লোল ভাই খাচ্ছেন তারপর ও মোটা হচ্ছেন না । আর আমি তো আপনার খাওয়া দেখেই তিন কেজি বেড়ে গেলাম,1,0,0.38461202,False
ভাইয়া আপনি যদি একটা ব্লগ ক্যামরা এবং একটা স্পিকার নিয়ে ব্লগ গুলো করেন তাহলে আপনি হবেন দেশের এক নাম্বার ব্লগার আর আর এক ড্রোন থাকলে তো আর কথাই নাই,1,0,0.40312144,False
করে আসছি প্রশাসনিক পোশাখ ধারী এই সব পশু যানোয়ারের নির্মম অত‍্যাচার । তাই আজ আমাদের সকলকে এগিয়ে আসতে হবে এবং এই সব মানুষ নাম ধারি পশুর বিরুদ্ধে রুখে দাঁড়াতে হবে,1,0,0.3482814,False
ভাই আপনার সাথে এক সাথে খাওয়া দাওয়া করতে চাই 01869266231,1,0,0.48721066,False
""" আমি দাজিলিং শিমলা মানালীর অনেক ভিডিও দেখেছি কিন্তু কোনটা জেলায় তাই বোঝতে পারি নাই কিন্তু আজ অনেকটাই ক্লিয়ার হয়ে গেলাম আপনার ভিডিও দেখে শুনে । "" ",1,0,0.3970564,False
আমাদের নতুন চ্যানেলে জয়েন করুন,1,0,0.54598606,False
আরে ভাইজান লজ্জা শরম করে লাভ নাই ভুল মানুষের হয় এটাই সাভাবিক আগে আপনার ফেমিলিকে বাঁচান । সব কিছু ভুলে যান সামনে ঈদ বউ বাচ্চার জন্য জামাকাপড় কিনতে হবেনা তারাতারি চাকরিতে জয়েন্ট দেন দোয়ারইলো ভালো থাকেন,1,0,0.3496511,False
"আমার তো মনে হয় এশিয়া সুইটস এর উপর বাংলাদেশে কোন দই মিষ্টির দোকান নেই । 2 বার আমি বিকালের পরে যেয়ে মিষ্টি পাই নাই , শেষ হয়ে যায় এত তারাতারি ",1,0,0.4641256,False
"দাদা সুলতান ডাইন এ যেতে পারেন । গুলশান ২ এ আছে । মাটন কাচ্চি বিরিয়ানি , মোরগ পোলাউ , রোস্ট পাবেন শুধু বিফটা অর্ডার দিবেন না । আবার কস্তুরী তেও যেতে পারেন ",1,0,0.3885428,False
মাটন অথবা চিকেন খেলেন সেটা কি হালাল ছিল,0,1,0.37107247,False
আল্লাহ যা করেন বান্দার ভালোর জন্য ই করেন,1,0,0.41234922,False
"তালতলার বিপরিতে যেই তান্দুরী চিকেন পাওয়া যায় , ওটা খাইছেন ভাই ",1,0,0.3759416,False
নাক দিয়ে তরকারি ঘেরান নেওয়া,1,0,0.39961913,False
তাহলে আমি হয়তো ঠকেছি ! অথবা ভাড়া বেড়েছে : ),1,0,0.34866622,False
"স্টার হোটেলে শুধু মাত্র সকালে বিক্রি করতো , এখনো করে কিনা জানি না , তবে এতো স্বাদ স্টার এর কলিজার সিঙ্গাড়া , মনে হয় পুরাই মুখে লেগে আছে এখনো , বিশেষ করে ঠাটারিবাজারের স্টার হোটেলে ",1,0,0.40137917,False
"শুধু বুয়েটে কেন হবে , সারা বাংলাদেশের বিশ্ববিদ্যালয় গুলোতে রাজনীতি বন্ধ করতে হবে । ছাত্রদের রাজনীতির সুফল তো দেখতে পারছি না ",1,0,0.4665064,False
"সর্বপ্রথম আমি ধন্যবাদ জানাই মাননীয় প্রধানমন্ত্রীকে , তিনি বর্তমানে মাদক এবং দূর্নীতি বিরুদ্ধে যে অভিযান চালিয়েছে এবং কিছু দূর্নীতিবাজ লোকদেরকে গ্রেফতার করেছে ",1,0,0.37732413,False
একটা প্রশ্ন ছিল । সাজেক ভ্যালি বাংলাদেশ আর্মি নিয়ন্ত্রিত এলাকা বলেছিলেন । সেখানে ভারতীয়রা কি যেতে পারে ? অগ্রীম ধন্যবাদ,1,0,0.55577904,False
এটাই আমার রবের খেলা । কি ক্ষমতা আছে মানুষের এটা আমার ও প্রমান হলো ,1,0,0.43093234,False
ঢাকায় ইন্ডিয়ান থালীর রিভিউ দেখাবেন,1,0,0.65686923,False
জানাবেন । আর এই ডায়ালগ টা ( ( সবাই বলে একজনের এক এক খরচ সবাই একি,1,0,0.48851803,False
শুধু কি র্পাসফুট হলেই হবে নাকি ভিসাও ব্যস্বতা করতে হবে জানাবে আমি ওআার পরিবার যেতে চাই টুটাল 3জন,1,0,0.43541077,False
আপনাদের মত সৎ সাহসী সাংবাদিকরা হলো মনি মুক্তার মত আল্লাহ রাব্বুল আলামিন আপনাদের কে জালিম দের হাত থেকে হেফাজত করুন দয়া করে আপনার সাথে কথা বলতে চাই কল করবেন ব্যাক করবো 01831819223,1,0,0.39770836,False
সৌদিতে লাগবে মাএ 25 মিনিট,1,0,0.5193092,False
রানা দের মত ছেলেরা জাতে হারিয়ে না জায় ,1,0,0.4549219,False
সরকার চাইলে গরিবের টাকা টা আদাই করে দিতে পারে পুলিশ পসাসন এর দিসটি আকসন করছি,1,0,0.37760195,False
"ভাই একবার খাইলে ২ য় বার আবার না আসলে , আমি ট্রিট দিমু আপনাদের ",1,0,0.4201774,False
ভাই আপনার মাধ্যমে আমরা বিদেশে বসে শিলিগুড়ি ও দার্জিলিং দেখতেপেলাম । আমার একটা প্রশ্নঃ এই যে বাস গুলোতে কি টয়লেটের কি ব্যবস্থা আছেকি ? এই ব্যাপারে কিছু বলেন । ভালো থাকেন । আল্লাহ,1,0,0.4370961,False
হিল্লোল বদ্দা রে খাবাইয়েরে শেষ গরি ফেলাইয়ে । ধন্যবাদ চট্টগ্রামের খাবার নিয়ে ভিডিও বানানোর জন্য,1,0,0.34958118,False
গুল্লু ভাবিকে একটু বেশি করে দেখাবেন ভাইয়া । শি ইজ ড্যাম কিউট,1,0,0.3733608,False
"গ্রামীণ ফোনের ভিডিওটি এবং আপনার এডিটিং খুবি ভালো ছিল , যেটা প্রশংসা পাওয়ার যোগ্য । আপনিকি গ্রামীণের সাথে আছেন ? না আপনার ভিডিও ওরা সিলেক্ট করেছে যানাবেন ",1,0,0.37591144,False
আজ রাতে ডিনার হয়নি বাড়িতে । আপনার খাও ৯ : ৩৬ দেখে পেট ভরে যাচ্ছে,1,0,0.39473647,False
"ভাই বাংলাদেশে সুশি আছে , কোন জাগায় বলবেন একটু , আর আমি তো সুসির সেপ ফরোম ইটালি আসা আছে বাংলাদেশে একটা সুশি রেস্টুরেন্ট দিবো ",1,0,0.42294735,False
এমন গাজাখুরি খবর সত্যিই হাস্যকর,0,1,0.74613285,False
2 জন হলে ত চান্দের গারি নিয়া পসিবলনা ত কিবাভে জাব,1,0,0.4027072,False
"আর আমার ভিসায় বুড়িমাড়ি বডার দিছি , আমি কি এখন হরিদাস্পুর দিয়ে ডুক্তে পারব ",1,0,0.3746955,False
কতো টাকার খাবার খাইছেন বাইয়া একা বার ভাবছেন বাসায়া সবাই মেলে খেতে পাবেন,1,0,0.3915892,False
ভাই আপনি গাজিপুর হোটেল নিরিবিলিতে জাইতে পারেন জেখানে ৭০ পদের বরতা আছে,1,0,0.5191896,False
হ্যা আগে তুই গরুর ভুনা মাংস খেয়ে দেখ তারপর । খুব মজা খেয়ে দেখ গরুর ভুনা,0,1,0.3882475,False
"কলকাতা নাম টা শুনলে ই মনে হয় আমাদের ই তো ভাষা আমাদের ই তো দেশ । মনে হয় না এটা ভারত । সব কিছুতে একটা অন্য অনুভুতি কাজ করে । বাংলাদেশ আমার জন্মভুমি , কলকাতা আমার ",1,0,0.39524168,False
আর একটা অনুরোধ যদি রাখেন আরকি একদিন পথশিশুদের নিয়ে ভাল একটা খাবার নিয়ে ভিডিও চাই যারা কখনো এসব খাবার খায়নি,1,0,0.42819518,False
আরেকটা কথা আদনান ভাইয়ের সাথে প্রায় সবার ভাষাই মিলে সবার ফুড রিভিউ প্রায় এক মেট্রোম্যানই বলেন ফাহিম ভাই বলেন,1,0,0.53037673,False
"আমার মনে হচ্ছে গোস্তের মধ্যে গরমিল রয়েছে , তা না হলে এত কমদামে বিক্রি । একটা কমেন্টসে দেখলাম ২০ টাকায় নাকি হালিম পাওয়া যায় , তাও আবার গরু গোস্ত দিয়ে ",1,0,0.39295855,False
সিকিম থেকে ফেরার সময় কি আবারো র‍্যাংপু থেকে পার্মিশন নিতে হয়,1,0,0.45336917,False
খাসা রিভিউ । বাংলাদেশ যাবোই,1,0,0.4454474,False
প্রথমে ধন্যবাদ জানাচ্ছি যমুনা টিভিকে সত্য সন্ধানী একটি প্রতিবেদন তৈরি করার জন্য । যদি মিডিয়ায় সর্বদা ভয় কে পিছনে রেখে এভাবে রিপোর্ট করে অবশ্যই প্রশাসন বাধ্য হবে আমাদের সমাজের ঘটমান সকল ধরনের সমস্যার সমাধান করতে । সিস্টেমটা কি পরিবর্তন করতে হবে আমরাই,1,0,0.3532638,False
"সেলের দিক থেকেই কিন্তু আইফোন নাম্বার ওয়ান ! 2019 এ দেখেন সবচেয়ে বেশি সেল হয়েছে আইফোনের লো বাজেটের ফোন এস আর , শীর্ষ দশে আছে আইফোনের আরও তিনটি ফোন আর বাকি সাতটি হলো লো বাজেটের ফোন  ",1,0,0.5751643,False
"সরকার এর কাছে বিনীত অনুরোধ এই পুলিশরা ইয়াবা কোথায় পেল , তাদের উপযুক্ত বিচার করা , যাতে ভবিষ্যতে আর কোন পুলিশ এরকম অপরাধ না করতে পারে ",1,0,0.4103309,False
তিনিত বাংলাদেশের মানুষ ছিল,1,0,0.4447147,False
সাবাশ নুরু ভাই । আপনারা রাজপত । ছেরে ঘরে ফিরে জাবেন না ঘরে ফিরে গেলে । নেই বিচার পাবেন না,1,0,0.4755655,False
তোমারে দেখতে কে কইসে ভাই ? ঠিকই তো কাবাব খাওয়া দেখসো আর ডাউল দিয়া ভাত খাইসো । ব্যাপার না । কুরবানী ঈদ এর পরে গোস্ত খাইও,1,0,0.3777251,False
সুশিক্ষাই জাতির মেরুদন্ড ,1,0,0.38128978,False
"না , হারাইনি । দেশের এই অবস্থায় শো আপলোড করার কথা চিন্তাতেই আসে নাই । সব ঠিক থাকলে এই শুক্রবারেই আসবে ইনশাআল্লাহ ",1,0,0.37906373,False
খুলনায় ফুলবাড়ীগেট আমি দুই টাকার সিংঙ্গারা খাইছি,1,0,0.4710384,False
আমি তো সিউলে দেখলাম র‍্যামেন বলছে,1,0,0.49179083,False
"যদি কখনো চট্রগ্রাম শহরে যাওয়া হয় , তাহলে খুব করে চেষ্টা করবো এই হোটেলে কমপক্ষে একবারের জন্য হলেও যেন খেতে পারি ",1,0,0.3712489,False
বড়াপাও এবং আমাদের বনচপ থেকে দুটোর নাম এবং উপাদানই আসলে বিদেশি,1,0,0.46808487,False
"এই ফ্রাইডে আমি যাবো , কারণ আই লাভ ফালুদা অ্যান্ড লাচ্চি ",1,0,0.49144325,False
দুই চ্যানেল এ দেখেছি ভিডিওটা । কিন্ত হিল্লোল ভাইয়ের এডিটিং টাই বেস্ট । কোনো শব্দদূষণ নাই,1,0,0.39873865,False
"সঠিক তদন্ত করে তার লটারির টাকা পাওয়ে দেওয়া হোক , মিথ্যা ভেলুটির কোনো শেষ নেই , সোচ্চার ও রুখে দাড়ান , তার প্রাপ্য টাকা ",1,0,0.44461763,False
"আপনি কি সত্যিই ভুলে গিয়েছিলেন ; না আপনি নিজেই চেয়েছিলাম এই দিনে ডাকাতির ব্যাপারটা খোলাখুলি তুলে ধরতে ? যদি আপনি সত্যিই এমনটা করেন , তাহলে সেটা সত্যিই খুব ভালো কাজ করেছেন ",1,0,0.3891832,False
গরিভের দুঃখ আল্লাহ ছাড়া কেহ বুঝেনা ,1,0,0.5923043,False
"জীবনের কঙ্কাল টা কাছ থাইকা দেখি , কিছু কিছু প্রশ্ন আছে মনের মইধ্যে রাখি. ",1,0,0.42328396,False
সেলুট জানাই সাংবাদিক ভাইদের । এই জারজ কুত্তাদের মুখোস খুলে দেওয়ার জন্য,1,0,0.36108297,False
তবুও খাবার দেকলে জিবপ জল চলে আসহা হা হা হা,1,0,0.37957767,False
"ভাই অনেক দিন ধরেই আপনার ভিডিও গুলা দেখি খুব ভাল্লাগে । বাট আজ যখন 1 । 30 তে বললেন আপনি আলু পছন্দ করেন না তখন নিজেকে আর ধরে রাখতে পারিনি , আনসাবস্ক্রাইব করে দিলাম । বিদায় ",0,1,0.33806434,False
"কলাপাতাও মানুষ খেতে পারে , সত্যি বলতে কি , কলাপাতাতে যে প্রাকৃতিক পলিফেনল বর্তমান থাকে সেটা মানুষের জন্য ও অত্যন্ত উপকারী কিন্তু আমরা এইগুলো জানার চেষ্টা ও করি না ! ",1,0,0.38870758,False
"বাই রোড বেনাপোল , বাই ট্রেন গেদে , আর বাই এয়ার । ভিসায় উল্লেখ না থাকলেও সবার জন্য ফ্রি । যেতে পারবেন ",1,0,0.60005313,False
সিলেটের পাচ ভাই আর পানসি তে এতো ভিড় হয় যে আপনাকে টেবিলের পাশে দাঁড়িয়ে থাকতে হবে একজন উঠলে যাতে বসতে পারেন । মাগনা খাবারেও এতো লাইন লাগেনা,1,0,0.38519448,False
"ভাই আপনি ফুড ব্লগ না করে , শুধু ট্রাভেল ব্লগই করেন ",1,0,0.46142334,False
প্রকৃতির সাথে লড়াই করার ক্ষমতা আমাদের কারোর নেই তাই আসুন আমরা সবাই প্রার্থনা করি ঈশ্বরের কাছে যিনি এক মাত্র পারেন এই ভয়াবহ আগুন নিভিয়ে দিতে । তিনিই পারেন তার এই পৃথিবীকে রক্ষা করতে,1,0,0.35564238,False
যদি না থাকে তাহলে লোকটির টাকা তুলার কাজে যমুনা টিভির সহায়তা কামনা করছি,1,0,0.38264742,False
পিবিআইকে ভালো ভাবতাম । ভেবেছিলাম ওরা স্পেশাল । রসুনের পাছা এক জায়গাতেই গিয়ে মিলিত হয়েছে,0,1,0.4013507,False
"ইশ ফাহিম ভাই , আমার তো সবগুলিই দেখে লোভ লেগে গেল পুরা ",1,0,0.5103297,False
ভাই কমেন্টের রিপলে দিলে সব সময় সাথে থাকমু,1,0,0.4007084,False
অফিসার জাহিদ ভাই শুধু দুনিয়া কাজ করেন নাই আঁখিরাতের জন্য কাজ লাগবে ,1,0,0.43794948,False
"সত্যিই ভুটানের মনোরম পরিবেশে যে কেউই আনন্দিত হবে । যাঁদের গায়ে রোগের প্রকোপ । ; অর্থাৎ । , ব্লাড প্রেসার , হই প্রেসার , সুগার । প্রভৃতি ভালো হয়ে যেতে পারে । , যদি না কেউ ভূটান মিস না করে ",1,0,0.37819535,False
"এই চিত্তবাবু কাংলাদেশে দোকান খুললে কাংলারা হামলে পড়ে খাবে , জিও চিত্তবাবু , কাংলাদেশে অধিকাংশ দোকানের থেকে এই খাবার অনেক ভালো ",1,0,0.3595314,False
আমি রানা হারা বছর সেহরী ছাড়া রোযা,1,0,0.4133987,False
"সবাই একহয়ে বাংলাদেশকে বাঁচান , আর কোনো আবরারকে এভাবে জীবন দিতে না হয় সে পথ খুঁজে বের করুন , জবাবদিহিতামূলক রাষ্ট্র , গণতান্ত্রিক রাষ্ট্র , মত প্রকাশের অধিকার , স্বাধীন ভাবে বেঁচে থাকার অধিকার , দেশের স্বার্থকে আগলে রাখার সুযোগ আজ আর নেই ",1,0,0.38011596,False
ভাই ভারতে বাসমতী চালের কাচ্চি চলে । আমরা সাধারনত চিনিগুরা পোলাউ চাল দিয়ে কাচ্চি করি,1,0,0.38156196,False
ভাই মাত্য ৬০ টাকা দিয়ে কি । খাবার,1,0,0.40436405,False
কমেন্টটা না করে থাকতে পারলাম না । এক কথায় অসাধারন উপস্থাপনা । তবে একটা বিষয় খারাপ লাগলো এই ভিডিওটিতে একজন ডিসলাইক দিচ্ছে সে বুঝে দিচ্ছে না বুঝে দিচ্ছে জানিনা । দোয়া রইলো সাইম ভাইয়ার জন্য,1,0,0.48207211,False
আমাদের ঘর নাই সেকথা কে বলবে ,1,0,0.47860608,False
আমাদের ময়মনসিংহের দাম বাড়িয়ে দিলেন ,1,0,0.49540737,False
ভাই নিলা মার্কেট কোথায় বলবেন কি ,1,0,0.4953345,False
"আসসালামু আলাইকুম ভাইয়া এবং ভাবি । আমি আপনাদের ভিডিও নিয়োমিত দেখি , একটা বিষয় জানার ছিলো যদি বলতেন - আপনারা ভিডিও করার জন্য কোন কোন ডিভাইস ব্যবহার করেন ? আমি আপনাদের উত্তরের অপেক্ষায় রইলাম । - ধন্যবাদ ",1,0,0.3751088,False
আর সব অপরাধি কে ফাসি দিতে হবে ,1,0,0.54195374,False
আদনান ভাইয়া এই খাবার কি হালাল খাবার ? প্লিজ জানাবেন । তাহলে আমিও যাব । সামনে আমার ইন্ডিয়া ট্যুর । জানাবেন প্লিজ,1,0,0.4070766,False
"মিরের ফুডকা চ্যানেল থেকে ঘুরে আসতে পারেন । লাস্ট দুইটা এপিসোডে ওরা বাঙ্গালী খাবার নিয়ে কিছু রেস্টুরেন্ট কাভার করেছে । সেই রেস্টুরেন্ট গুলাতে আপনি গেলে দারুন হবে । আপনি কমফোর্ট ফিল করবেন , এইভাবে আস্তে আস্তে কথা বলতে হয় যেসব রেস্টুরেন্টে সেখানকার ভিডিও দেখতে ভালো লাগে না ",1,0,0.38360247,False
"ভাইয়া কি বলবো আজ ই প্রথম দেখছি , আর পুরো টা সময় মুগ্ধ হচ্ছিলাম ! কি অসাধারণ উপস্থাপনা , ফটোগ্রাফী , আর সব কিছু ! বাংলাদেশে এমন হোটেল আছে জানতাম না ! অনেক কিছু জানলাম হোটেল টি সম্পর্কে ",1,0,0.41723782,False
