text,y_true,y_pred,conf,correct
কোন দিকে চাইয়া কথা কন ভাই বুঝি না ত,1,0,0.8228852,False
কে বলেছে আপনাকে এখানে কেবন ব্ল্যাক কফি পাওয়া যায় ? ভালো করে জেনে তারপর ভিডিও বানান,0,1,0.89946675,False
চাদাবাজি কে ঠিকাদারি বললি,0,1,0.6631402,False
আমি পানের দোকানে গেছিলাম । কিন্তু লোকটি আমার পানে সম্পুর্ন উপকরণ দেয় নি । অনেক উপকরণ দেয় নি,0,1,0.92201227,False
আপনাকে দেখেই বোঝা যায় যে আপনার তথাকথিত বৌ নওশীন আপনাকে বাড়তে কিছুই রেঁধে খাওয়ায় নাহ । রাস্তায় রাস্তায় ঘুরতে হয় খাওয়ার জন্য,0,1,0.8582581,False
১ টাকার শিঙ্গারা,1,0,0.98057896,False
আপনার কমেন্ট টা খুবই কষ্টদায়ক ! একটা ভিডিওর পিছনের কাহিনী যদি জানতেন তাহলে এই রকম কমেন্ট করতেন না ভাইয়া ! আমার কোন টিম নেই । সবই আমার নিজের করতে হয় । চাকরীর পাশাপাশি একটা কোয়ালিটি ভিডিও রেডি করতে যে কি পরিমাণ পরিশ্রম যায় সেইটা চোখে না দেখলে বোঝা কঠিন !,0,1,0.9704579,False
"আমার তো মনে হয় এশিয়া সুইটস এর উপর বাংলাদেশে কোন দই মিষ্টির দোকান নেই । 2 বার আমি বিকালের পরে যেয়ে মিষ্টি পাই নাই , শেষ হয়ে যায় এত তারাতারি ",1,0,0.7973963,False
সাংবাদিকরা যদি বাংলার চাইতে প্রতিবেদনে ইংরেজি বেশী পছন্দ করেন তবে প্রতিবেদনটা ইংরেজীতে করলেই তো পারেন,0,1,0.7548645,False
নাক দিয়ে তরকারি ঘেরান নেওয়া,1,0,0.82992864,False
তোরা এক মাদারি । অার কারো বাড়ি পাশনাই ,0,1,0.7862105,False
কারন রান্না শুরু থেকে শেষ পরযন্ত আমরা দেখছি আপনারা খাচ্ছেন,0,1,0.9870489,False
রানা দের মত ছেলেরা জাতে হারিয়ে না জায় ,1,0,0.92282516,False
আমি নিজে এমন ঘটনা ফেজ করেছি,0,1,0.60109055,False
কতো টাকার খাবার খাইছেন বাইয়া একা বার ভাবছেন বাসায়া সবাই মেলে খেতে পাবেন,1,0,0.5486472,False
আমি পরশুদিন গিয়েছিলাম । খুব বাজে অভিজ্ঞতা হয়েছে । বসার জায়গা বাজে অবস্থা । খাবারতো একেবারেই বাজে । মিষ্টি আইটেম গুলো তো মনে হইলো গোপন খনি থেকে একঘণ্টা পর পর বের করছে । আর কখনোই যাবোনা,0,1,0.89652926,False
হ্যা আগে তুই গরুর ভুনা মাংস খেয়ে দেখ তারপর । খুব মজা খেয়ে দেখ গরুর ভুনা,0,1,0.9852267,False
"আমার মনে হচ্ছে গোস্তের মধ্যে গরমিল রয়েছে , তা না হলে এত কমদামে বিক্রি । একটা কমেন্টসে দেখলাম ২০ টাকায় নাকি হালিম পাওয়া যায় , তাও আবার গরু গোস্ত দিয়ে ",1,0,0.8410542,False
"ঢাকায় সব স্টেকহাউজে স্টেকের দাম হাজারের ওপর । এটার কোন মানে হয় ? ভাবছিলাম একবার ট্রাই করবো , দাম দেইখা আর ইচ্ছা হইল না ",0,1,0.5517886,False
সাবাশ নুরু ভাই । আপনারা রাজপত । ছেরে ঘরে ফিরে জাবেন না ঘরে ফিরে গেলে । নেই বিচার পাবেন না,1,0,0.98384386,False
লটারি আয়োজকরা সবচাইতে বড় চোর,1,0,0.9894009,False
আপনার হাঁসের মাংস খাওয়া দেখে লোভ সামলাতে না পেরে আম্মার বলে দিয়েছি আজ ই হাঁসের মাংস আর রুমালি রুটি করে দিতে হবে,1,0,0.8407472,False
"সঠিক তদন্ত করে তার লটারির টাকা পাওয়ে দেওয়া হোক , মিথ্যা ভেলুটির কোনো শেষ নেই , সোচ্চার ও রুখে দাড়ান , তার প্রাপ্য টাকা ",1,0,0.9884942,False
গরিভের দুঃখ আল্লাহ ছাড়া কেহ বুঝেনা ,1,0,0.6948062,False
সেলুট জানাই সাংবাদিক ভাইদের । এই জারজ কুত্তাদের মুখোস খুলে দেওয়ার জন্য,1,0,0.95758814,False
"ভাই অনেক দিন ধরেই আপনার ভিডিও গুলা দেখি খুব ভাল্লাগে । বাট আজ যখন 1 । 30 তে বললেন আপনি আলু পছন্দ করেন না তখন নিজেকে আর ধরে রাখতে পারিনি , আনসাবস্ক্রাইব করে দিলাম । বিদায় ",0,1,0.99060374,False
আমি নিজে এমন ঘটনা ফেজ করেছি ,0,1,0.60109055,False
নতুন ভদ্র লোক পেয়ে খাবারের দাম দিগুণ নিয়েছে,0,1,0.54306686,False
"অাললাহ কে , কোথায় থাকে , সে তো একটি ভাষা , একজন মানুষ ও একটি দেশের সাথে সমপর্ক দেখলাম , সে অারবি ছাড়া বোঝেনা , নিজের প্রশংসা ছাড়া কিছুই বোঝে না , হাস্য কর এই অাললাহ জিনিসটা হাহাহা ",0,1,0.73633146,False
আমাদের ঘর নাই সেকথা কে বলবে ,1,0,0.65495974,False
আপনি কলকাতার মানুষের মতোই কৃপণ,0,1,0.8240332,False
দূর্নীতির দেশ বাংলাদেশ স্যালুট জানাই দুর্নীতি বাজদের দেশের উন্নয়ন করার জন্য,0,1,0.8553194,False
"সবার দুয়া হয়তো আমার স্বামী কে ফিরিয়ে দিতে পারে আমার কাছে । বিয়ে হওয়ার পর যদি স্বামী কাছে না থাকে , তো আমাদের সমাজের মানুষের দৃস্টি ভংগি এতোটা খারাপ হয় যা আমি এর আগে কখনো কল্পনাও করিনি ",0,1,0.83354926,False
এই ঘটনার উপযুক্ত বিচার যদি না হয় তাহলে অবশ্যই আমাদের ভবিষ্যতে এ ধরনের ঘটনা দেখার অভ্যাস গড়ে তুলতে হবে,0,1,0.895385,False
নুরা পাগলা খেপেছে ছাএলীগের বাঁশ ঢুকেছে,1,0,0.99534875,False
ভাই ধীরে ধীরে খান গলায় আটকাইতে পারে,1,0,0.5881318,False
"যেখানে নির্জন রুম গুলোতে লোহার অস্তিত্ব আছে , সেখানে মেগনেট না রাখলে , হয়তো এমনটা হতো না ",0,1,0.5299089,False
38 মিনিট একটুও না টেনে পুরাটা দেখে ফেললাম । ইউটিউবে টিউটোরিয়াল ছাড়া আর কোন ভিডিও এত লম্বা সময় টানা দেখা হয়নাই,1,0,0.7774713,False
একাতো খুব ইনজয় করছিলেন ? তারপর চাপে পড়ে উনাকে নিয়ে আসলেন । ভালোই ব্যবসা চলাচ্ছেন,0,1,0.9478685,False
এই রকম বিস্বাদ রান্না জীবনে প্রথম খাওয়া হলো,0,1,0.99383295,False
দেশ টার ভিতরে চোর আর বাটপারে বরে গেলো,1,0,0.9949827,False
"আদর করে খাওয়া তো শিখলাম , এইবার ধমকাইয়া , পিটাইয়া কেমনে খাইতে হয় সেইটা শিখান ",0,1,0.9480908,False
খাবার মুখে নিয়ে একটু খেয়ে আবার বের করাটা ভালো লাগেনাই,0,1,0.8620055,False
"ডিসির জায়গায় যদি মসজিদ মাদ্রাসার ইমাম অথবা শিক্ষক হত , এতক্ষনে সুশীল চেতনাশীলদের আওয়াজে থাকা যেত না  ",0,1,0.53313375,False
"২০ টাকা দাম শুনেই হার্ট এটাক হওয়ার অবস্থা , ! ? জানতাম যে ওটা একটা কন্জুস , কৃপন আর ভুখা নাঙাদের ডিপো , কিন্তু সেটা যে এতোটাই ভয়াবহ , তা কিন্তু ভাবতেই পারিনি ",0,1,0.63787556,False
"খাওয়ার পর ভালো মন্দ লাগার কোনো মন্তব্য করলেন না উনি , মনে হয় সচেতন ভাবেই ",1,0,0.5788414,False
আমার ও ভাই তোমার মোতো ঽয়ে ছে ,0,1,0.9968585,False
আমরা দর্শন সামিয়ার খুলি কে দেখতে চাই,0,1,0.99525154,False
"এগুলা বাদ দিয়ে নাটোর আসেন , গরুর গোস্ত আর মেহমান দাড়ি গুলা দেখবেন হোটেল গুলার , বাসার কাছের গুলায় গিয়ে লাভ নেই ",1,0,0.9830762,False
কিন্তু রাজনীতির কারণে ক্রিকেট আজ হারিয়ে যাচ্ছে । ভাল খেলোয়াড়রা সুযোগ পাচ্ছে না ,1,0,0.9609076,False
"ভাইজান সিলেট আসলেন , আর শাহাজালাল বিশ্ববিদ্যালয়ের ফুছকা-চটপটি ট্রাই করলেননা , মিছ করলেন । মনে অনেক কিছুই মিসই করবেন ",0,1,0.984099,False
আর এত খেয়ে একটু পান খাবেন না ? লাভলেন বা লালখান বাজারে গিয়ে একটা ২০ অথবা ৩০ টাকা দামের পান ঢুকিয়ে দিবেন,1,0,0.52346396,False
আমার জীবনে খাওয়া সেরা বাজে বিরিয়ানি এটি :,0,1,0.99687576,False
৭ : ০০ ভাই আলু ভর্তা নাকের মধ্যে নিয়ে দেখার মানেটা বুঝলাম না । এটা তো খাবার । যেকোন খাবার ই এভাবে সুকে দেখা ঠিক না । আমার অপিনিয়ন,0,1,0.95757085,False
খুলে দে ভাই সবাই লুটে পুটে খাওয়া মাগীদের দেখুক,0,1,0.562809,False
ভাই ঘাইমা যাইতেছেন । এসি নাই ? তাহলে তো ১৬ আনাই বৃথা,0,1,0.98615205,False
"হুম , আমিও খেয়েছিয আগের মত নেই ",0,1,0.8392833,False
আমরা আশরাফুল ভাইয়ের জাতীয় দলে দেখার জন্য কত আশা আকাংখায় আশি সভাপতির কাছে অনুরোধ এই লোকমান কে বহিষ্কার করা হউক কঠিন শাস্তি চাই সেই সাথে আশরাফুল ভাইকে আবারো দলে দেখতে চাই ,0,1,0.7304775,False
"কাচ্চি ভাইয়ের কাচ্চি পুরাই ফালতু , আলু টা শক্ত , বিরিয়ানী লাগে ঝাল ঝাল সাথে মাংস পোড়া লেগে গেছে , আর নরমের দিক থেকে মাংস সুলতান ডাইন এর ধারে কাছেও নাই । আর এসি নাই , বেশ গরম , চারপাশে ব্যাপক কোলাহল ",0,1,0.93755937,False
পাপন তো দেখছি দোগলা ব্যক্তি । যেন দোমুখো সাপ । একমুখে রাম নাম আরেক মুখে রাজ্যের গালি । লোকটার প্রতি শ্রদ্ধা হারিয়ে ফেললাম,0,1,0.8205546,False
"ভাই প্লেট টা খুবই ছোট মানের ছিলো । এটাতে খাবার খুব কম দিয়ে বেশি বোঝানো যায় । এটা লোক ঠকানো ব্যাপার ছিলো । ভাই বাসার খাবারের বদনাম করছেন । আজকে বাড়িতে যান , আপনার হবে ",0,1,0.99037474,False
এদের কে বাহির করে দিন দেশ থেকে । সরকার কে ওনরোদ করি । না হলে আর সমস্যা করবে,0,1,0.6974809,False
এটা কোন হেকারের কাম না এটা বাস্তব এর বিচার অতি দুরত হওয়া জরুরি,0,1,0.6273039,False
"এইটা না হয় হলো ! কিন্তু , যেখানে সরাসরি সারচ দিয়ে পর্ণ দেখা যাচ্ছে , সেখানে পৃথিবীর শিশুদের মানসিক স্বাস্থ্য এর কথা কে ভাববে ",1,0,0.96345246,False
"এইটা না হয় হলো ! কিন্তু , যেখানে সরাসরি সারচ দিয়ে পর্ণ দেখা যাচ্ছে , সেখানে পৃথিবীর শিশুদের মানসিক স্বাস্থ্য এর কথা কে ভাববে ",1,0,0.96345246,False
খাবার মজা না ভাই আমরা খেয়েছি কিছুদিন আগে,0,1,0.658152,False
লাল পিঁপড়ের কামড় তো অনেক ভালোই ছিল । এডিস মশা না থাকলেই হল ,0,1,0.83544976,False
পিবিঅাই ( পুলিশ ব্যুরো অব ইনভেস্টিগেশন কে ) অাগে ভাল ভাবতাম এখন দেখি ওরা অারও বেশি খারাপ,0,1,0.5928351,False
আমার পরিচিত একজন চেন্নাইতে যাবে কিন্তু উনি ইংরেিজীতে এবং হিন্দিতে বলতে এবং বুঝতে পারে না । তাহলে কি করবে । আপনিার কি কোন লোক আছে চেন্নাইতে,1,0,0.8736177,False
সরকার হঠাৎ করে এমন কিছু কাজ করতেছে চমকে উটার মত । আমাদের আইন শৃঙ্খলা বাহিনী কি আগে জানত না মনে করেন ? পুলিশ টিকই জানত তাদের মাস শেষে মাসোয়ারা দেওয়া হত তাই তারা নিরব,1,0,0.99126095,False
পাপন ও জড়িত আছে । ওই সালাকে গ্রেপ্তার করা হউক ,1,0,0.97512347,False
"এই রানা কে "" ক্ষণিকের ভাইরাল "" হতে দেওয়া যাবে না ",1,0,0.94725895,False
পাচ ভাইতে খাইছেন টা কি ? ৭ জন খাইলে ৩০০০ টাকার বেশি বিল কখনোই আসা সম্ভব না । আর আপনি খাইছেন ৫০০০ টাকার খাবার,1,0,0.9673961,False
এই মহিলা তো একদম ডিটেকটিভ এর মত করলেন পুরো টা ভিডিওর মধ্যে,0,1,0.97054434,False
"ঝাল কমানোর জন্য , সবাই সমান ঝাল খেতে পারেনা ",1,0,0.5315021,False
নাটক করলে যে টাকা ইনকাম করে ইউটিউবে এখন এর চেয়ে বেশী ইনকাম করা কোন ব্যাপারই না,1,0,0.986217,False
ভাত চটকানোর আওয়াজটা পর্যন্ত ভিডিওতে শোনা যায় ! হা হা হা । : :,1,0,0.73632556,False
কেমন কথা ঠিকানা নাই । বটতলা । হায়রে বোধ,1,0,0.97504956,False
সন্তান কে কি পরিমান ভালোবাসলে একটা মা বলেন যা হইসে হইসে অন্তত বাচিয়ে রাখতো মেয়েটাকে,0,1,0.87603223,False
আশরাফুল তো আর পাপনের খাতিরের মানুষ বা দলীয় লোক না যে আশরাফুল কে ছাড় দিয়ে কথা বলবে পাপন,1,0,0.9920379,False
না ভাই আপনার ভিডিও দেখা যাবে না । আপনার ভিডিও দেখে আমার ও খাই তে ইছা করে,1,0,0.528293,False
"আর নোটিফিকেশন আসছে না দেখে থাকাও সম্ভব না , দেখতে তো ভালোই লাগে কিন্তু লোভও লাগে ",1,0,0.5504927,False
বিকৃতির নতুন নাম র‍্যপ সং,0,1,0.97996336,False
আমার মতে ঢাকায় এ রকম 10 টি আবাসিক হোটেলের লাইসেন্স দেওয়া হোক যাতে করে আর আমাদের মা বোন শিশু দের ওপর ধর্ষণ করা অনেকটা কমে আসবে তাই এই বিষয় সরকারের ভাবা দরকার পুলিশ তো এমনিতেই গোপনে মাসুরা নিয়ে এবেল এবেল চালিয়ে যাচ্ছে এই ব্যবসা,1,0,0.5422261,False
ভাই বিড়ি খাওয়া টা কমান,0,1,0.963434,False
বস আমি একটা জিনিস বুঝতে পারতেছি না আপনি বেশি দেখি কলকাতার ভিডিও আপলোড দেন বাংলাদেশের এতগুলা জেলা থাকতে আপনি ভিডিও বানাতে পারছেন না কারণ কি একটু বলবেন প্লিজ,1,0,0.9753499,False
ঈশ্বর তার একদিক নিয়ে গিয়ে তা অন্য দিক দিয়ে পুষিয়ে দিয়েছে ,1,0,0.5351997,False
আমা‌দের এলাকা‌তে এটা‌কে ধাপরা ব‌লে কিন্তু এখা‌নে পাতলা বে‌শি,1,0,0.9679626,False
না খেয়ে মন্তব্য করা উচিত না । চাল ঝরঝরেই থাকে । এখানে কাটা ঠিক হয় নি বলে মিক্স হয়ে গেছে । এজন্যই বলা হয় কাচ্চি কাটা একটা আর্ট,0,1,0.7576864,False
ভাই মাইয়্যা গুলোরে দেখাইলেন আর বীরপুরুষ ৩ জন কে কেন দেখালেন না ! তুইও মজা লস ভাই,0,1,0.7239375,False
লটারিল নামে এমন ভন্ডামি বন্ধ করতে হবে । এর সাথে যারা জড়িত ছিল প্রত্যেকের কে শাস্তি নিশ্চিত করতে হবে । সাধারণ মানুষের সরলতার সুযোগ যেন কেউ না নিতে পারে,0,1,0.98356944,False
"কেন আমরা বাংলা ইংরেজী বাংলিশ মিলিয়ে কথা বলি । এরা বলছে আমরা তাদের অনুকরণ করছি কি বিস্রি ব্যাপার । এই প্রবনতা বাংলাদেশ , ইন্ডিয়াতে বেশি ",1,0,0.9847781,False
কতটা নিকৃষ্ট হলে একজন অসুস্থ মানুষকে ফাঁসাতে পারে,0,1,0.7142727,False
"বাংলাদেশের বাঙালি বলে কথা । , ☺☺ ",0,1,0.99460274,False
আমাদের ঘর নাই সেকথা কে বলবে.,1,0,0.5095725,False
কথাবার্তায় ভালবাসার ছড়াছড়ি,1,0,0.9550067,False
"এটা ভাল , এর চেয়ে অনেক ভাল জায়গা টা ছেরে দেয়াটা কি উচিৎ ",0,1,0.9946308,False
আমদের বাংগালিদের জন্য ঝাল কিছুই না । বাট সাদা চামরাওয়ালা দের জন্য অনেক কশট,1,0,0.92190206,False
"ছেলেটার ভয়েস যেমন তেমন , তার বয়স মেয়েটার ১/২. ভাই বোন হলে বিশ্বাস হতো ",0,1,0.54353803,False
আমাদের কে তো কেউ বলেনা আসতে,0,1,0.89565367,False
"আমার ভাগনি , রেটিনোব্লাস্টোমা ক্যান্সারে আক্রান্ত । ইতিমধ্য একটা চোখ অপরাশন করে ফেলে দেওয়া হয়েছে । অপর চোখটাতেও ক্যান্সার ",1,0,0.5205506,False
"ভাই আপনার ক্যামেরা মেনকে দিলেন্না একাই সব সাবার করলেন , হা হা হা ",0,1,0.9750103,False
সাবাস যমুনা টেলিভিশ আমি এই সরকারকে পছন্দ করি এই সরকার যে উন্নয়ন করেছেন সত্যি প্রশংসার দাবিদার । কিন্তু আমি এই সরকারের প্রশাসনকে একদম পছন্দ করিনা তারা মানুষকে মানুষ মনে করে না,1,0,0.9079589,False
এত কষ্ট করে যেহেতু কমেন্ট বক্সে এসে পড়েছেন । তাহলে আর একটু কষ্ট করে আমার চ্যানেলটা সাবস্ক্রাইব করে দিন । প্লিজ ভাই প্লিজ সাবস্ক্রাইব করে দেন না । ভাই ও ভাই এমন করতেছেন কেন ভাই,1,0,0.72146726,False
কালো জামের খালাতো ভাই ? লুল,1,0,0.9626953,False
"পিবিআই এর ঐ কর্মকর্তাকে প্রকাশ্য জুতা পিটা করা হোক , ও পুলিশ প্রশাসনের কলঙ্ক ওর পিছনে লাথি মেরে চাকরি চ্যুত করা হোক , শত অফিসারদের আমার হাজার সালাম , আমি ব্যাক্তিগত ভাবে প্রশাসনের ভাইদের সম্মান করি ",0,1,0.8609864,False
ভিডিও জুড়ে বাজে একটা শব্দ কানে লাগছে খুব,0,1,0.9881769,False
"মাশরাফি দলে থাকলে , দলে রাজনৈতিক কাজ করে । তবে আশা করি কোনো জাগাতে না রাখা হউক ",0,1,0.8960509,False
মানুষের সাথে একটু নম্রতা বাজায় রাখবেন কথা বলার সময়,0,1,0.63809454,False
ভেজাল খাবারের মহাসমারোহ,0,1,0.76339185,False
"পাকিস্তান - বাংলাদেশ থেকে হিন্দুরা ভারতে চলে আসে - সেটা একান্তই পাকিস্তান - বাংলাদেশের অভ্যন্তরীন বিষয় , ভারত স্যাকুলার রাষ্ট্র হয়ে - - এতে মাথা কেন ঘামাবে ",1,0,0.9743147,False
এই ধরনের পুলিশ অপিছারদের জানাই ছালাম,1,0,0.7051774,False
আশরাফুল তো আর পাপনের খাতিরের মানুষ বা দলীয় লোক না যে আশরাফুল কে ছাড় দিয়ে কথা বলবে পাপন ,1,0,0.9920379,False
একটা বাঙ্গালীর সাথে কথা বলে মজা আছে । যে বাংলাটা লিখতে জানে না তার সাথে কথা বলে মজা নাই,1,0,0.9662682,False
সারা বাংলার পুলশেরা যেন এমন হয় । না বুঝে না শুনে কাউকে যেন হয়রানি ও নিয্যতন না করে । তা হলে দেখবেন বাংলাদেশ একদিন সোনার বাংলায় পরিণত হবে ,1,0,0.97052944,False
"থালি বলছেন কেন , থালা বলুন থালি কথাটায় অবাঙালিত্বের গন্ধ পাওয়া যায় ",0,1,0.7463048,False
"আর মাছ সেটা প্রথম কারা শুরু করেছে সেটার কোন নির্দিষ্ট প্রমান নেই । আর হাঁ এটা আমি স্বীকার করি যে বাংলাদেশে প্রচুর মাছ পাওয়া যায় , আর এটাও স্বীকার করি বাংলাদেশীরা ভারতের থেকে অনেক বেশি মাছ খায় ",1,0,0.73284537,False
আমার বাড়ি কেশবপুরে এদের সরকারি ভাবে আগে খাবার দিতো এখন আর মোটে দেয় না আস্তে আস্তে হারিয়ে যাচ্ছে হনুমান আশা করি আমাদের উপজেলা নির্বাহী অফিসার মিজানুর রহমান স্যার কিছু করবেন,0,1,0.8544449,False
"এই রানা কে ""ক্ষণিকের ভাইরাল"" হতে দেওয়া যাবে না ",1,0,0.9565834,False
আছছা লজ্জা পাওয়ার কি ? । আরো গর্ব করা দরকার । কারন ইংরেজিতে কথা বললে ওরা লজ্জা পাই না । আর আমরা কেন লজ্জ পাব ? মাথা ঠিক করে হেড লাইন লিখেন । মনে রাখবেন এটা আমাদের মাত্ভাষা,1,0,0.9714831,False
ক্যান্সার / হাসপাতাল / বাল ফাউন্ডেশন / ছাল ফাউন্ডেশন যে কোনো নামে কোনো শুয়োরের বাচ্চারে যদি টিকেট বেচতে দেখি সোজা মাইর দিমু । আপনারাও দিবেন । একটা চড় হলেও দিয়ে দৌড় দিবেন যদি একলা থাকেন,0,1,0.7760766,False
"ভাগ্য ভালো বিটিভির লোকেরা ওকে পায়নি , পেলে গুম করে পেলতো , কারন বিটিভিতে তো এখন দেশ সিংগাপুর , আর বাস্তবতা হচ্ছে টাকার অভাবে বাচ্ছারা পড়তে পারেনা ",1,0,0.8753681,False
অাপনার খাওয়ার ঢংয়েই বুঝা যাচ্ছিল স্বাদ নেই তেমন,0,1,0.6457154,False
"একটা জিনিস খুব খারাপ লাগে , কলকাতায় ভর্তা পাওয়া যায়না । আমরা ভর্তার স্বাদে বঞ্চিত । বাংলাদেশের কোনো রেস্টুরেন্ট কে কলকাতায় শাখা খোলার আবেদন করছি ",0,1,0.8195327,False
"ফাহিম ভাই , ফুড ভ্লগিং এর পাশাপাশি শরীরের যত্ন নিয়েন । শুরু থেকেই আপনার ভিডিও দেখি । অনেক মুটিয়ে গেছেন ",0,1,0.99785525,False
ইটা একটা অমানবিক ব্যাপার যে ভিডিও ম্যান কখনো খায়না,1,0,0.953786,False
আরে ভাই ত্রিশ টাকায় বুফে চান,0,1,0.99283093,False
বাংলাদেশি মেয়েরা অসম্ভব মোটা হয়ে যায় । আমি বুঝিনা ওরা কেন ফিগার মেইনটেইন করে না,1,0,0.9699009,False
তুমি ইন্ডিয়া আসো তোমার কোনো চিন্তা নেই সবাই হেল্প করবে,1,0,0.62025374,False
"সুদিপা দিদি তো একটা সুপার চিট । বাংলাদেশ থেকে জিবাংলাতে ওনাকে দেখে আমিও এই রেস্টুরেন্টে যাবার প্রস্তুতি নিয়েছিলাম , আল্লাহ বাচাইসে চিট বাটপারের হাতে পড়ি নাই ",0,1,0.99589145,False
"আদনান ভাইয়া আপনি আপনার চুল কালার করেন না কেন , নওশিন আপু কত সুন্দর , আপুর সাথে তো আপনাকে এখন ভাবাই যায় না ",0,1,0.9948137,False
বাট আপনি এতো স্কিনি হলেন কেমনে,1,0,0.94658285,False
"ঘরে যারা ঠিক মতো খায় না বা খাইতে পারে না , বা খাওয়ার জন্য ঠিক মতো রান্না হয় না , তাদের কাছে যে কোন খাবার ই সুস্বাদু হবেই । এতে আহামরির কিসসু নাই ",1,0,0.971992,False
দু কোয়া রশুন চাবিয়ে খেয়ে দেখেন তখন বুজবেন,0,1,0.76326567,False
"আপনার পছন্দ না হলে খাবেন , তবে আপনি উটের মূত্র খেতে যান ",0,1,0.9642682,False
"ও দাদা এতো খেলে তো ডায়াবেটিস হয়ে যাবে , একটু কমিয়ে কমিয়ে খাবেন প্লিজ ",0,1,0.8594949,False
